default,amount,grade,years,ownership,income,age
1,5000,A,19,MORTGAGE,59000,28
1,1600,C,2,OWN,12360,24
0,11450,A,7,RENT,40000,29
1,15000,A,11,MORTGAGE,45600,30
0,12000,B,3,MORTGAGE,75000,31
0,15000,B,4,RENT,60000,23
1,2000,B,8,OWN,55308,42
1,5000,C,4,RENT,28000,23
0,12000,B,6,MORTGAGE,75000,24
1,16000,D,3,RENT,91200,24
0,5000,B,2,MORTGAGE,130000,27
0,11400,C,3,MORTGAGE,96000,22
1,6850,B,3,RENT,53000,22
1,12000,B,2,RENT,55000,32
1,8000,C,4,RENT,45000,24
1,5000,B,0,OWN,25000,27
0,2000,A,3,MORTGAGE,132000,26
1,18000,C,7,MORTGAGE,98000,22
0,6300,A,5,MORTGAGE,69930,33
1,20000,D,2,MORTGAGE,120000,39
0,2500,E,7,RENT,27024,25
0,5000,B,31,RENT,41000,25
1,10250,B,4,MORTGAGE,80000,36
1,11000,D,1,MORTGAGE,52500,29
0,1200,A,,OWN,36000,34
1,15000,E,14,RENT,71000,24
1,5000,C,1,RENT,40000,28
1,6000,C,11,MORTGAGE,85000,22
1,15000,D,1,RENT,65004,25
0,3600,C,0,MORTGAGE,75996,40
0,3725,B,8,MORTGAGE,27302.4,22
0,10000,A,17,RENT,84996,33
1,14075,B,2,RENT,27996,21
1,5000,C,,MORTGAGE,48000,35
1,18500,A,0,RENT,85000,24
0,21000,B,5,MORTGAGE,70000,22
1,9600,C,9,MORTGAGE,74400,43
1,4500,B,0,RENT,54300,22
1,16000,C,2,RENT,45000,24
0,18000,F,0,OWN,101300,27
0,3200,D,0,RENT,35004,25
0,7000,A,8,RENT,26004,25
0,8000,A,16,MORTGAGE,60000,30
0,2000,A,5,MORTGAGE,60000,35
1,12000,B,0,RENT,32500,22
1,7800,C,5,RENT,34000,21
0,24000,A,25,MORTGAGE,124992,31
1,14500,E,4,RENT,28800,32
1,8500,C,9,RENT,50000,25
0,12800,B,1,RENT,65000,29
1,10800,C,2,RENT,33000,21
0,14000,B,3,RENT,55000,29
0,16000,B,7,MORTGAGE,41196,23
0,12250,D,0,RENT,50000,22
0,2000,A,3,RENT,34884,23
1,1500,B,22,RENT,32304,24
1,20000,D,6,RENT,82042,23
0,8200,A,2,RENT,42996,33
1,8400,C,3,RENT,32000,30
0,4400,A,5,OWN,48000,24
1,6000,B,0,RENT,32000,38
0,6000,B,2,MORTGAGE,49200,25
0,6000,A,6,RENT,31000,21
0,3000,B,2,RENT,60000,28
1,4750,C,7,MORTGAGE,55500,27
1,8000,C,10,RENT,72000,22
0,7000,B,4,OWN,39120,23
1,8000,B,4,RENT,35000,24
0,9600,D,3,RENT,53000,21
1,25000,D,1,RENT,125000,29
0,8000,B,3,RENT,57996,34
0,6000,A,0,OWN,40000,22
0,19750,B,6,RENT,30000,23
1,2225,C,2,RENT,60000,36
1,3500,C,0,RENT,18000,22
1,7000,A,,MORTGAGE,90000,42
0,8000,B,5,RENT,42000,30
1,14125,B,,MORTGAGE,45696,22
1,3000,C,3,RENT,56000.04,24
1,9000,C,16,OWN,46800,23
1,16000,B,1,RENT,45000,23
0,8000,C,24,MORTGAGE,75000,24
1,12000,B,5,MORTGAGE,69996,23
0,29850,D,1,RENT,59700,54
1,5000,E,4,RENT,60000,22
1,7750,C,5,RENT,26400,29
0,7000,A,2,MORTGAGE,96000,23
0,6000,A,2,RENT,63000,30
0,35000,D,10,MORTGAGE,87000,24
1,18725,A,0,RENT,36500,22
1,1000,C,,RENT,10140,21
0,13250,A,2,RENT,45000,30
1,12000,D,2,RENT,40310,32
1,3800,D,4,RENT,75000,23
0,7500,A,2,MORTGAGE,44000,27
1,15000,E,7,RENT,62000,21
0,4000,A,3,RENT,98000,26
0,4750,B,3,RENT,20000,32
0,25000,B,11,RENT,91000,34
1,5000,A,6,RENT,45000,28
1,8000,A,1,MORTGAGE,96000,29
0,5000,D,3,MORTGAGE,25380,35
0,5000,B,,RENT,36000,35
0,10000,C,1,RENT,57000,25
0,2500,E,0,RENT,51630,22
1,3000,B,1,MORTGAGE,34662,23
0,11000,A,5,MORTGAGE,54000,24
0,10000,C,1,MORTGAGE,100000,29
0,10000,B,10,MORTGAGE,32004,22
0,2500,C,5,RENT,120000,29
0,3500,D,24,RENT,74004,26
0,8500,D,0,RENT,61000,29
1,4900,C,0,OWN,36000,32
1,6200,B,2,RENT,25000,36
0,7200,B,5,RENT,61490,21
1,17000,C,2,MORTGAGE,51996,21
1,6000,C,4,RENT,35364,26
1,25000,C,0,OWN,86500,31
0,6000,B,2,RENT,35000,32
0,3000,C,0,OWN,12000,25
1,7000,C,2,RENT,40000,28
1,3600,A,5,RENT,30000,34
0,4800,D,5,OWN,62000,40
0,4500,A,5,RENT,36000,24
0,9500,A,5,MORTGAGE,47300,24
1,5200,B,0,RENT,21600,25
0,9975,C,24,RENT,83200,22
0,14400,B,1,RENT,80000,22
0,7000,B,3,RENT,35350,22
0,4000,A,2,MORTGAGE,61000,30
1,5000,A,0,RENT,30000,21
0,12475,A,17,MORTGAGE,88000,23
0,10000,B,13,MORTGAGE,65000,24
0,1200,D,8,RENT,68736,33
0,12000,B,1,RENT,46000,38
0,12000,D,18,MORTGAGE,50400,22
0,10675,A,34,MORTGAGE,61838.4,28
0,5800,C,2,RENT,18000,21
0,14400,C,0,RENT,62000,25
0,25000,D,12,MORTGAGE,97000,25
0,20000,B,4,RENT,88000,27
0,4800,B,3,RENT,55000,21
1,9600,B,4,MORTGAGE,62000,23
0,5650,A,15,MORTGAGE,48000,27
0,5000,B,0,RENT,20520,30
0,16000,A,3,MORTGAGE,104000,33
1,25000,B,17,MORTGAGE,65000,21
1,6450,B,4,RENT,29361,22
1,3000,C,0,RENT,37440,29
1,10300,D,1,MORTGAGE,26400,41
0,7275,A,2,MORTGAGE,16000,30
0,8975,D,4,RENT,33000,26
1,9325,C,8,MORTGAGE,85000,24
0,4000,A,3,OWN,28000,21
1,6400,C,0,MORTGAGE,100000,24
0,10000,D,22,RENT,83628,28
1,5425,B,0,RENT,83200,27
1,4000,C,3,RENT,15996,22
0,4000,C,10,RENT,131000,26
0,10950,A,11,MORTGAGE,65000,26
0,13150,A,2,OWN,72000,34
1,4800,D,2,RENT,30000,31
0,12000,C,0,RENT,53000,28
1,2700,A,3,MORTGAGE,88000,23
0,10000,A,3,MORTGAGE,62000,33
0,17500,D,1,RENT,32400,25
0,6800,C,5,MORTGAGE,60635,22
0,8000,C,0,OWN,45000,23
0,7500,D,0,MORTGAGE,175000,26
1,7000,B,0,RENT,34800,23
0,5400,B,3,RENT,55000,23
1,3250,A,3,MORTGAGE,45292.8,23
1,1550,A,5,MORTGAGE,22000,23
1,5000,C,2,RENT,50000,24
1,15000,B,9,MORTGAGE,67000,29
1,5000,C,13,MORTGAGE,41000,23
1,3400,B,1,RENT,147000,24
0,2800,B,7,RENT,37440,27
0,8500,B,5,RENT,52582,24
0,24500,B,4,RENT,175000,28
1,9250,C,0,RENT,13000,21
1,4000,B,3,RENT,26400,24
0,2400,C,5,RENT,77700,27
0,500,B,3,MORTGAGE,26000,22
1,10000,B,12,RENT,43200,22
0,9500,A,5,RENT,55000,24
1,10800,A,0,RENT,35000,34
0,9600,D,3,RENT,53000,21
1,2800,D,7,MORTGAGE,45000,32
0,5700,A,1,RENT,39996,36
0,1000,A,5,RENT,45000,24
0,1000,C,7,OWN,56000,27
0,3000,D,1,RENT,18000,23
0,10000,C,26,MORTGAGE,87600,24
0,3625,D,19,RENT,19800,25
1,15000,B,,MORTGAGE,42655.8,48
0,10000,C,4,RENT,30000,24
0,3000,A,6,MORTGAGE,75000,31
0,15000,C,3,RENT,100000,29
0,9000,A,0,MORTGAGE,79000,25
0,2700,B,6,RENT,15000,30
0,17000,B,1,MORTGAGE,65000,26
0,10000,B,0,RENT,65000,23
0,10000,B,13,RENT,60000,23
0,9925,A,9,MORTGAGE,48000,22
0,23750,C,20,MORTGAGE,110000,26
1,12000,B,17,RENT,55000,45
0,2800,B,13,MORTGAGE,136000,30
0,11000,A,1,RENT,85000,24
1,3000,B,7,MORTGAGE,48000,25
1,5000,C,3,RENT,80000,22
0,6000,C,0,MORTGAGE,140000,27
0,10475,A,11,MORTGAGE,53360,29
0,14000,B,4,RENT,62500,41
0,3000,A,3,MORTGAGE,60096,29
1,24250,C,14,MORTGAGE,135000,24
1,5000,E,13,MORTGAGE,45000,27
0,5000,A,17,OWN,37000,34
0,8000,B,5,MORTGAGE,51000,24
1,10625,A,11,MORTGAGE,59000,25
0,2000,A,0,RENT,12000,23
0,10000,C,1,RENT,37000,29
1,4000,C,3,RENT,36000,26
1,4500,D,7,MORTGAGE,36000,44
1,15000,B,24,MORTGAGE,89000,34
0,25000,F,20,MORTGAGE,116000,39
0,5000,A,5,RENT,42996,24
0,4700,A,0,MORTGAGE,145596,23
1,5000,C,16,MORTGAGE,45000,24
1,13200,D,21,MORTGAGE,75000,40
0,17000,A,2,MORTGAGE,70000,24
1,8400,A,3,RENT,58576,30
0,5000,A,5,OWN,75000,23
1,20000,C,18,OWN,51600,24
0,9800,A,9,MORTGAGE,56500,23
0,15000,B,3,RENT,84000,28
0,3000,B,13,RENT,58000,22
0,13000,C,0,RENT,31200,21
1,4800,B,28,MORTGAGE,52000,29
1,10000,B,14,RENT,54996,28
1,2000,B,18,OWN,56000,24
0,4800,C,4,RENT,49200,27
1,2500,D,,RENT,10800,35
1,3500,C,5,RENT,22800,27
1,4000,A,5,MORTGAGE,35000,36
1,7750,C,8,MORTGAGE,104000,28
0,3000,C,12,MORTGAGE,33600,30
0,15000,A,11,MORTGAGE,75000,30
1,1250,C,0,RENT,14400,31
1,15000,D,6,RENT,36000,37
1,10000,D,1,RENT,50000,24
1,17000,C,12,MORTGAGE,26000,22
1,1600,B,3,RENT,12000,21
0,15000,A,8,MORTGAGE,118000,25
0,5000,B,6,MORTGAGE,67870,38
0,10000,D,0,OWN,33996,22
0,3500,A,3,RENT,50000,32
0,1500,A,2,MORTGAGE,17544,28
1,5500,B,1,RENT,18000,25
0,7000,C,5,RENT,65000,27
0,5000,C,2,RENT,45000,28
0,20000,D,3,MORTGAGE,160000,24
0,8000,A,2,MORTGAGE,51000,23
1,25000,C,1,RENT,100800,30
1,20000,B,3,MORTGAGE,150000,39
0,6000,C,6,RENT,27000,23
0,6000,C,4,RENT,52000,23
1,10000,E,15,RENT,26000,24
0,15000,C,4,MORTGAGE,75000,22
1,6000,C,1,RENT,31200,25
1,3500,C,13,MORTGAGE,41941,23
1,1325,B,0,RENT,50400,24
0,5000,B,2,RENT,42500,22
1,13000,B,6,RENT,118000,24
0,20000,C,8,RENT,50000,38
0,10000,C,1,OWN,45000,25
0,10000,B,5,RENT,32890,27
1,10000,A,25,RENT,57000,22
1,4000,A,0,RENT,32000,22
0,15000,E,8,RENT,74784,37
1,7600,D,,MORTGAGE,48000,28
0,3000,A,7,MORTGAGE,54000,23
0,15000,E,11,MORTGAGE,70000,28
0,20000,A,6,OWN,85000,27
1,1900,A,3,RENT,26500,22
1,10000,D,12,RENT,102000,32
1,17000,C,1,RENT,35400,26
1,16000,E,7,OTHER,60000,23
1,7000,C,2,MORTGAGE,50000,33
0,12000,D,3,OWN,78000,27
0,6500,A,2,MORTGAGE,30000,29
0,6000,D,,MORTGAGE,46800,26
0,2500,A,13,MORTGAGE,65000,24
1,15600,B,2,MORTGAGE,84996,31
0,3000,C,0,OWN,49140,22
0,10000,A,11,MORTGAGE,80000,22
0,8000,C,1,RENT,25200,23
1,14000,E,5,MORTGAGE,97200,26
0,3775,A,0,RENT,50000,32
1,16000,A,1,RENT,51000,51
0,5000,B,2,RENT,70000,38
1,12000,C,6,MORTGAGE,78000,23
1,7500,A,4,MORTGAGE,40000,32
0,5600,C,10,RENT,41000,26
0,2000,B,7,RENT,30225,28
1,5000,E,5,RENT,50000,27
1,16000,D,12,MORTGAGE,55530,23
1,25000,D,12,MORTGAGE,153000,41
0,3000,D,15,MORTGAGE,70000,27
0,2000,C,1,RENT,26400,27
0,9000,C,2,RENT,70000,47
1,15000,E,8,MORTGAGE,59950,23
0,16000,B,9,MORTGAGE,70000,24
1,10000,E,0,MORTGAGE,26000,23
0,5200,C,0,RENT,26000,38
0,26000,A,8,MORTGAGE,105000,30
0,8000,D,2,MORTGAGE,48000,40
1,6000,C,3,RENT,41496,33
0,17000,C,1,MORTGAGE,60000,39
1,9000,D,1,RENT,38400,28
0,10000,B,2,RENT,39996,25
0,28000,A,3,MORTGAGE,130000,32
0,11000,E,10,RENT,41808,21
0,5000,A,6,RENT,81000,24
0,14400,B,19,RENT,88068,26
0,4000,C,0,OWN,40800,37
0,5600,B,8,RENT,57995,29
0,8000,C,3,RENT,58600,23
0,9000,B,3,MORTGAGE,48000,30
0,6000,B,3,RENT,48000,23
1,2500,B,0,RENT,24996,22
1,8875,A,12,MORTGAGE,58044,29
0,12000,A,9,MORTGAGE,97000,28
1,10000,E,0,RENT,19896,37
0,7000,C,0,RENT,25000,22
1,9000,B,11,MORTGAGE,90300,27
0,35000,A,5,RENT,85000,37
0,20000,A,5,MORTGAGE,90000,46
0,12000,A,5,RENT,60000,24
1,2800,D,3,RENT,33396,24
0,10000,A,9,MORTGAGE,90000,25
1,1000,A,0,RENT,75000,30
0,19000,B,10,MORTGAGE,34000,23
0,35000,A,,MORTGAGE,93600,28
1,18000,B,1,RENT,70000,28
1,23000,D,3,RENT,95000,40
0,4800,C,4,RENT,42000,22
0,4500,B,11,RENT,52000,29
1,2500,A,5,MORTGAGE,110004,24
1,6000,B,4,RENT,30000,22
0,4500,A,21,RENT,36000,27
1,6000,E,10,MORTGAGE,70000,28
1,15000,D,8,RENT,75000,50
1,10800,A,11,RENT,75000,26
1,23975,E,3,MORTGAGE,150000,30
0,20000,D,5,MORTGAGE,75000,28
0,2400,B,0,RENT,46000,26
0,10000,C,3,RENT,43000,21
0,8825,D,14,MORTGAGE,80000,25
1,8000,D,17,MORTGAGE,132000,23
1,5000,B,0,RENT,49800,45
0,4450,B,4,MORTGAGE,45000,30
1,5000,E,9,MORTGAGE,32400,21
0,12500,A,4,RENT,42000,21
0,12500,A,4,RENT,42000,21
0,4800,A,1,RENT,45000,26
0,15800,B,0,OWN,100000,29
0,8000,A,13,MORTGAGE,31000,24
1,2400,C,1,RENT,18000,26
1,1500,B,12,RENT,30000,29
1,2400,B,2,RENT,12000,31
1,2100,D,0,RENT,12500,30
0,7000,A,4,MORTGAGE,49000,28
0,12000,B,5,RENT,56755,22
0,24250,B,12,MORTGAGE,140000,29
1,3200,C,6,RENT,25000,24
1,8500,C,3,MORTGAGE,75000,30
0,6000,C,4,RENT,50000,23
0,10000,B,5,RENT,38004,22
1,6000,D,2,RENT,18835.2,27
1,15000,B,3,RENT,75000,33
1,1500,D,8,MORTGAGE,60000,24
1,10000,B,5,RENT,27600,34
0,17000,A,20,MORTGAGE,95680,28
1,8000,D,1,MORTGAGE,54600,24
1,10100,D,0,RENT,29136,26
0,25000,B,7,MORTGAGE,87000,24
1,10000,D,0,MORTGAGE,160000,25
1,10000,D,1,RENT,75000,24
1,1000,C,1,RENT,35000,26
0,13000,B,2,MORTGAGE,59000,31
0,4900,A,9,RENT,25200,32
1,12000,A,3,MORTGAGE,36000,25
1,3600,D,19,MORTGAGE,23000,23
0,10000,B,15,RENT,54000,33
0,5000,B,8,MORTGAGE,36000,30
0,5300,C,0,RENT,28800,24
0,10000,A,,RENT,60000,30
0,6500,A,1,MORTGAGE,50000,27
0,2500,B,7,MORTGAGE,68000,28
0,10800,A,2,MORTGAGE,107000,27
0,5500,B,2,RENT,36000,26
0,10000,B,4,RENT,55000,23
0,20000,C,4,RENT,68000,25
1,16000,F,6,RENT,63175.25,22
0,5500,B,20,OTHER,45996,28
0,13000,C,6,MORTGAGE,100000,31
0,12000,B,11,MORTGAGE,110000,29
0,10000,A,9,MORTGAGE,90000,25
0,34000,B,4,MORTGAGE,160000,28
0,11500,B,2,RENT,92259,33
0,21000,B,34,MORTGAGE,60000,23
1,35000,D,,RENT,162000,31
1,4900,B,1,MORTGAGE,75000,24
1,3000,B,4,RENT,30000,25
0,12000,B,4,RENT,40000,27
1,5000,C,0,RENT,50004,27
1,10000,B,9,MORTGAGE,66000,26
0,15000,B,24,MORTGAGE,30200,25
0,25000,D,10,OWN,83000,22
1,14800,F,7,MORTGAGE,60000,29
0,12000,C,3,RENT,42000,33
0,18000,D,1,RENT,180000,30
1,16000,E,2,MORTGAGE,58200,37
0,9000,D,3,MORTGAGE,49633,25
0,15000,B,22,RENT,65000,24
1,15000,B,5,RENT,91000,25
0,3000,B,0,RENT,36000,22
0,20000,B,6,RENT,72000,34
1,3000,B,22,MORTGAGE,66000,34
1,8000,E,3,RENT,36000,21
1,10000,A,8,MORTGAGE,180000,30
1,12000,B,4,MORTGAGE,32000,28
0,7500,B,1,RENT,35000,42
0,2400,B,29,MORTGAGE,106000,31
0,18000,D,3,MORTGAGE,110244,28
0,3600,A,4,MORTGAGE,55000,29
1,12000,C,0,RENT,159500,24
0,4750,B,12,RENT,24000,24
0,10000,B,5,OTHER,108000,24
1,10000,B,2,RENT,92004,30
0,7000,E,1,RENT,19200,25
0,11200,B,8,RENT,36000,52
1,12000,D,2,MORTGAGE,133000,31
1,4200,E,4,RENT,34000,26
1,10000,A,13,OWN,45000,29
1,3000,B,3,RENT,47277,33
0,18000,C,9,RENT,75000,23
1,4000,B,1,RENT,30000,26
0,8000,B,4,MORTGAGE,84996,30
1,11000,A,22,RENT,35000,25
0,14400,A,8,RENT,80400,21
0,15000,B,,OWN,36000,26
0,22000,B,11,RENT,72000,43
1,25000,B,27,MORTGAGE,110000,22
0,16500,C,0,RENT,71000,33
0,12000,C,6,RENT,99996,28
0,20000,B,3,RENT,63000,25
0,5500,B,1,RENT,43000,23
0,9000,A,15,MORTGAGE,65000,23
0,20000,C,0,RENT,99996,24
0,10400,B,12,MORTGAGE,58000,25
0,4000,A,4,MORTGAGE,72500,32
1,2475,D,22,RENT,72000,28
0,1600,D,0,RENT,24000,28
1,5000,C,2,MORTGAGE,42000,21
0,12000,B,0,RENT,39996,26
0,1800,B,2,RENT,19200,40
1,10000,C,15,RENT,52000,23
1,23500,A,3,MORTGAGE,70000,30
0,10000,C,8,RENT,49639.62,24
0,8000,B,3,RENT,60000,23
0,14400,E,7,RENT,56400,21
0,13200,A,9,RENT,28000,29
0,12000,B,13,RENT,40000,30
1,3500,B,3,RENT,45000,23
0,3000,A,3,RENT,22800,22
1,11200,C,18,MORTGAGE,80000,22
0,3000,B,2,RENT,48996,30
0,7200,C,6,RENT,50000,36
1,9750,D,3,RENT,20800,31
1,15000,C,4,OWN,100000,25
0,5000,B,1,RENT,70500,22
1,6000,C,4,RENT,72000,31
0,4175,A,1,OWN,35000,26
1,6000,B,0,MORTGAGE,72000,24
0,24500,B,15,RENT,92000,24
0,3500,B,0,RENT,34000,29
1,12000,C,2,RENT,28000,23
1,1500,C,0,RENT,14400,25
0,12000,A,8,MORTGAGE,90000,27
0,25000,D,2,RENT,95800,25
0,9175,B,0,RENT,28500,34
1,15000,C,9,RENT,60000,30
1,15000,B,5,MORTGAGE,46000,25
0,3200,A,0,MORTGAGE,75000,23
1,14000,A,,MORTGAGE,66000,22
1,8000,A,15,MORTGAGE,41050,33
1,9500,D,15,MORTGAGE,28000,23
0,3000,B,1,RENT,93600,27
1,6600,D,2,RENT,30000,29
1,4750,A,0,MORTGAGE,30000,21
1,9000,C,4,MORTGAGE,78000,31
0,19200,B,,RENT,82000,27
0,6250,C,3,RENT,24000,25
1,10000,E,3,MORTGAGE,63000,33
1,6250,A,15,MORTGAGE,38484,22
0,5000,B,4,RENT,21600,30
1,4000,A,6,RENT,110000,28
0,13000,A,5,MORTGAGE,108000,26
1,5000,C,5,MORTGAGE,128000,26
1,10000,B,5,MORTGAGE,50000,22
0,10000,C,0,RENT,28000,29
1,2000,D,0,RENT,45000,22
1,7200,B,0,RENT,45000,22
1,25000,E,1,MORTGAGE,80000,22
0,10000,A,2,MORTGAGE,100000,25
1,5000,C,11,RENT,73000,25
1,8000,B,24,RENT,40000,27
0,14400,B,18,MORTGAGE,180000,25
0,12000,B,7,RENT,36000,24
0,14100,B,5,MORTGAGE,51900,22
0,14500,B,,MORTGAGE,28800,22
0,14000,C,6,RENT,85000,28
1,8500,C,5,MORTGAGE,45000,25
0,1600,B,16,MORTGAGE,70000,24
0,10000,B,16,RENT,115000,49
0,14400,A,11,MORTGAGE,100000,27
1,1750,C,3,MORTGAGE,38400,21
1,3175,C,0,OWN,15000,21
1,8500,D,1,OWN,22000,22
0,10000,A,2,RENT,39996,21
0,5600,A,,OWN,41100,24
0,11000,A,22,RENT,53004,26
1,10000,C,0,RENT,52500,23
0,2400,A,2,MORTGAGE,51000,23
1,8000,B,,RENT,60780,23
1,20000,C,2,MORTGAGE,65000,26
0,25000,A,2,MORTGAGE,200000,38
0,5000,C,2,OWN,38000,24
1,5000,F,5,RENT,21000,21
1,2500,A,1,RENT,26592,27
0,5000,A,5,OWN,75000,23
1,2375,B,,RENT,9600,21
0,4600,D,3,RENT,46500,23
1,20000,E,2,MORTGAGE,73400,21
1,21000,B,0,RENT,95000,33
0,1750,B,2,MORTGAGE,78000,22
1,3500,D,1,MORTGAGE,60000,37
0,6000,A,1,RENT,36000,22
0,10000,B,1,RENT,50000,31
0,6000,A,4,MORTGAGE,100000,32
1,5000,E,3,RENT,22000,25
0,10000,A,1,RENT,50000,26
0,2500,B,17,RENT,75000,28
1,10000,E,2,MORTGAGE,57000,36
0,3000,A,0,OWN,26000,34
0,3625,A,0,RENT,52000,25
0,4750,C,6,RENT,13806,21
1,6000,C,4,RENT,63500,25
0,4000,B,8,MORTGAGE,57850,23
0,8200,A,2,RENT,150000,22
1,4000,C,1,RENT,28800,29
0,19400,D,3,MORTGAGE,316800,42
0,7000,A,3,RENT,50026,26
0,3250,B,0,OWN,10000,29
1,2500,B,4,MORTGAGE,32000,21
1,15000,C,6,MORTGAGE,228000,26
1,20000,E,4,MORTGAGE,88000,29
0,20500,A,6,MORTGAGE,54500,36
0,10000,B,13,RENT,60000,23
0,12000,B,0,RENT,68000,31
0,20000,C,5,RENT,140000,29
0,4000,B,2,RENT,16800,22
0,8000,D,0,MORTGAGE,45000,23
0,4000,C,0,RENT,12000,27
0,15000,D,6,RENT,95000,22
0,1500,B,18,RENT,54000,23
1,5000,A,17,RENT,60000,37
0,9000,A,4,MORTGAGE,54000,27
0,3000,A,2,RENT,76000,29
0,6000,B,8,RENT,66500,42
1,13250,C,10,MORTGAGE,36000,21
0,25000,E,5,RENT,66504,41
1,15000,D,4,MORTGAGE,64000,35
0,725,A,1,RENT,12000,27
1,24000,B,13,MORTGAGE,70000,34
0,6400,C,4,MORTGAGE,67000,34
0,5000,A,,MORTGAGE,72000,33
1,6725,B,13,MORTGAGE,42000,23
0,10000,A,2,MORTGAGE,62000,23
0,4000,E,2,RENT,88000,36
0,20000,G,0,MORTGAGE,76800,27
1,7000,E,13,MORTGAGE,48500,22
0,10000,A,5,MORTGAGE,54000,34
0,3000,B,6,RENT,45996,29
0,10000,A,3,MORTGAGE,51000,26
1,13275,C,,RENT,38040,30
1,3000,B,2,RENT,39000,26
0,9600,C,7,RENT,60000,28
0,9000,C,0,RENT,60000,23
1,21000,E,19,RENT,93000,26
1,5000,B,2,RENT,37300,32
0,8000,C,2,RENT,60000,22
1,14000,D,4,RENT,45000,25
0,10000,E,6,RENT,95000,25
0,6800,C,6,MORTGAGE,97000,24
0,5000,D,11,RENT,33280,26
0,3500,C,9,OWN,32000,23
1,4950,B,17,MORTGAGE,19200,22
1,1550,A,,MORTGAGE,26400,22
0,3000,B,4,RENT,48000,26
0,5000,A,2,RENT,21000,21
0,12000,A,12,RENT,275000,39
1,1275,B,0,MORTGAGE,65964,24
0,3250,C,10,MORTGAGE,95000,37
0,8250,B,4,RENT,33000,21
1,5600,B,3,RENT,30000,23
0,8875,D,1,RENT,32400,42
0,5000,B,17,MORTGAGE,109500,26
0,8000,A,9,MORTGAGE,69912,26
1,25000,C,9,RENT,54000,29
1,14000,C,5,RENT,65000,38
0,12000,B,22,RENT,55000,25
1,21000,B,38,MORTGAGE,175000,27
0,14975,A,,MORTGAGE,125000,41
0,12800,D,13,RENT,103000,25
0,3500,A,3,OWN,51000,27
1,10000,E,4,RENT,60000,23
0,1500,C,4,MORTGAGE,58000,27
1,1500,B,11,MORTGAGE,63000,36
1,21600,B,10,RENT,90000,22
1,9600,B,2,RENT,68000,27
1,16000,C,15,MORTGAGE,82500,23
0,16000,A,3,MORTGAGE,480000,41
0,7500,B,3,RENT,125000,25
1,2000,B,0,RENT,21600,21
0,7525,A,1,RENT,85000,27
1,4800,C,7,RENT,63000,34
1,5000,C,3,RENT,48000,26
1,18200,B,8,MORTGAGE,55000,25
0,11050,A,4,MORTGAGE,58000,22
0,2000,D,1,RENT,48000,24
1,4000,D,,OWN,17640,35
0,9000,B,5,MORTGAGE,80000,28
0,11000,B,2,OWN,126996,23
0,18000,B,3,MORTGAGE,350000,43
1,5650,B,3,MORTGAGE,72000,23
1,6500,D,1,RENT,60000,33
1,12000,A,8,MORTGAGE,40000,30
1,5000,C,2,RENT,40000,24
1,3000,C,0,RENT,24000,22
0,19200,D,0,RENT,87500,34
1,3000,B,2,MORTGAGE,49000,24
1,3500,B,15,MORTGAGE,175000,30
0,14000,C,12,RENT,122000,23
1,6000,C,5,RENT,90000,26
0,3000,C,0,RENT,65004,23
0,4800,B,6,OWN,38272,22
1,12000,C,0,RENT,40000,30
1,9000,A,15,MORTGAGE,76000,28
1,9750,C,6,MORTGAGE,82248,25
0,7000,B,16,RENT,45000,36
0,7350,B,4,MORTGAGE,48000,25
1,25000,B,14,OWN,55000,22
0,14000,B,0,RENT,70000,46
0,8000,B,16,MORTGAGE,68000,25
1,2500,A,3,RENT,36000,21
0,3000,E,8,RENT,95424,28
1,15000,B,8,MORTGAGE,75000,22
0,9500,C,1,RENT,52500,24
0,8000,D,1,RENT,50000,25
0,15000,A,3,MORTGAGE,136625,34
1,25000,F,23,MORTGAGE,80000,36
1,6000,C,7,RENT,36000,22
0,20000,B,13,MORTGAGE,172000,30
0,4000,D,8,MORTGAGE,33996,24
1,15000,C,2,MORTGAGE,48000,51
0,12000,C,1,MORTGAGE,80000,23
0,5600,C,4,MORTGAGE,93000,26
1,24000,E,10,MORTGAGE,97584,25
1,13000,D,2,RENT,24000,21
0,10000,E,1,RENT,87996,24
1,3000,B,13,MORTGAGE,86004,25
0,20000,B,10,MORTGAGE,71000,24
1,25000,E,0,RENT,87000,24
1,12000,D,,RENT,60000,25
1,7425,B,11,OWN,71884,56
0,8000,A,9,RENT,42000,27
0,6000,A,15,OWN,26000,21
0,16000,B,0,RENT,175000,35
0,3500,A,16,OWN,66000,33
0,7500,A,1,RENT,55000,21
1,15000,D,0,MORTGAGE,50000,24
0,25000,A,4,MORTGAGE,118000,26
1,19800,C,1,MORTGAGE,107000,23
0,4000,D,6,RENT,30000,25
1,3000,A,2,RENT,30000,23
1,6800,B,3,RENT,52852,23
0,12000,C,0,RENT,64000,23
0,9600,D,10,MORTGAGE,67350,22
0,5000,B,2,RENT,31100,29
0,15000,B,2,MORTGAGE,51000,32
1,3200,B,15,RENT,40000,35
0,4375,B,,RENT,16800,24
0,3000,F,6,RENT,23004,27
0,9000,B,5,MORTGAGE,62000,22
0,1900,A,17,RENT,45000,30
1,1000,A,0,MORTGAGE,36000,23
1,16000,D,5,MORTGAGE,64000,49
1,8500,D,2,RENT,31800,28
0,5000,A,2,RENT,61000,22
0,4000,B,1,RENT,44000,24
0,9300,A,11,MORTGAGE,96900,24
0,10000,A,5,MORTGAGE,56000,32
