still_in_beta,bugs_solved_3_months,bugs_solved_6_months,bugs_solved_9_months,num_test_accounts_internal,time_needed_to_ship,num_test_accounts_external,min_installations_per_account,num_prod_installations,ready_for_enterprise,perf_dev_index,perf_qa_index,sev1_issues_outstanding,potential_prod_issue,ready_for_startups,ready_for_smb,sales_Q1,sales_Q2,sales_Q3,sales_Q4,saas_offering_available,customer_bought
Yes,29.0,40.0,51.0,0.0,4.0,3.0,0.0,-3.0,No,0.66,0.79,0.0,No,No,No,7.0,13.0,19.0,19.0,Yes,Yes
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.69,0.73,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,Yes
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,No,0.99,0.99,0.0,No,No,No,1.0,1.0,1.0,1.0,No,Yes
No,16.0,16.0,16.0,0.0,3.0,0.0,0.0,3.0,No,0.99,0.98,0.0,No,No,No,1.0,3.0,6.0,7.0,Yes,Yes
Yes,0.0,0.0,0.0,0.0,52.0,1.0,1.0,-1.0,No,0.9,0.91,0.0,No,Yes,No,2.0,7.0,14.0,23.0,No,Yes
No,49.0,93.0,137.0,6.0,8.0,0.0,13.0,11.0,No,0.68,0.69,0.0,No,No,No,9.0,89.0,173.0,234.0,Yes,Yes
Yes,13.0,28.0,28.0,0.0,16.0,3.0,2.0,-3.0,No,0.62,0.61,0.0,No,Yes,No,4.0,11.0,14.0,20.0,Yes,Yes
No,3.0,7.0,16.0,0.0,8.0,0.0,1.0,0.0,No,0.98,0.98,0.0,No,No,No,5.0,15.0,25.0,31.0,Yes,Yes
No,3.0,3.0,3.0,0.0,12.0,3.0,0.0,-3.0,No,0.73,0.62,0.0,No,No,No,3.0,4.0,4.0,4.0,Yes,Yes
Yes,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,No,0.09,0.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,Yes
Yes,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,No,0.34,0.31,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,16.0,16.0,16.0,0.0,8.0,0.0,2.0,3.0,No,0.5,0.06,0.0,No,No,No,1.0,5.0,10.0,17.0,Yes,Yes
No,10.0,16.0,22.0,0.0,12.0,0.0,0.0,0.0,No,0.73,0.62,0.0,No,No,No,1.0,5.0,11.0,14.0,Yes,Yes
Yes,9.0,9.0,9.0,0.0,2.0,0.0,1.0,0.0,No,0.25,0.33,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,Yes
No,5.0,8.0,11.0,0.0,12.0,0.0,0.0,1.0,No,0.79,0.82,0.0,No,Yes,No,4.0,5.0,9.0,14.0,Yes,Yes
No,20.0,40.0,60.0,0.0,9.0,0.0,3.0,2.0,No,0.92,0.96,0.0,No,Yes,No,3.0,13.0,23.0,25.0,Yes,Yes
No,177.0,292.0,410.0,1.0,0.0,0.0,62.0,44.0,No,0.0,0.0,0.0,No,No,No,65.0,152.0,250.0,309.0,No,Yes
No,0.0,0.0,1.0,0.0,8.0,0.0,2.0,5.0,No,0.99,1.0,0.0,No,No,No,0.0,1.0,1.0,2.0,Yes,Yes
No,248.0,584.0,824.0,0.0,8.0,4.0,73.0,128.0,No,0.98,0.99,0.0,No,No,No,29.0,167.0,381.0,508.0,Yes,Yes
No,20.0,40.0,60.0,0.0,8.0,0.0,3.0,19.0,No,0.97,0.99,0.0,No,No,No,6.0,18.0,36.0,59.0,Yes,Yes
Yes,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,No,0.19,0.43,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,16.0,24.0,32.0,0.0,3.0,0.0,0.0,3.0,No,0.9,0.89,0.0,No,No,No,6.0,13.0,24.0,34.0,Yes,Yes
No,120.0,120.0,120.0,0.0,8.0,0.0,53.0,-62.0,No,0.79,0.74,0.0,No,No,No,1.0,109.0,120.0,133.0,Yes,Yes
No,2.0,4.0,5.0,0.0,12.0,0.0,0.0,0.0,No,0.69,0.73,0.0,No,No,No,0.0,2.0,2.0,2.0,Yes,Yes
No,11.0,22.0,33.0,0.0,2.0,0.0,5.0,14.0,No,0.83,0.79,0.0,No,No,No,0.0,11.0,29.0,52.0,Yes,Yes
No,2.0,4.0,5.0,0.0,8.0,0.0,2.0,0.0,No,0.99,0.99,0.0,No,No,No,3.0,4.0,6.0,9.0,Yes,Yes
No,104.0,188.0,220.0,0.0,2.0,1.0,16.0,16.0,No,0.75,0.92,0.0,No,No,No,16.0,16.0,16.0,16.0,Yes,Yes
Yes,166.0,206.0,206.0,0.0,2.0,3.0,11.0,0.0,No,0.04,0.1,0.0,No,Yes,No,3.0,6.0,6.0,6.0,Yes,Yes
No,20.0,55.0,90.0,0.0,4.0,0.0,10.0,17.0,No,0.91,0.82,0.0,No,No,No,6.0,23.0,79.0,105.0,Yes,Yes
No,0.0,0.0,0.0,0.0,2.0,0.0,2.0,26.0,No,0.99,0.99,0.0,No,Yes,No,0.0,7.0,8.0,8.0,Yes,Yes
No,7.0,14.0,14.0,0.0,8.0,0.0,0.0,5.0,No,1.0,1.0,0.0,No,No,No,2.0,8.0,14.0,16.0,Yes,Yes
No,14.0,14.0,21.0,0.0,8.0,0.0,3.0,3.0,No,0.92,0.9,0.0,No,No,No,5.0,9.0,15.0,24.0,Yes,Yes
Yes,0.0,1.0,1.0,0.0,2.0,0.0,1.0,7.0,No,0.83,0.79,0.0,No,No,No,1.0,1.0,1.0,1.0,Yes,Yes
No,84.0,144.0,204.0,0.0,2.0,0.0,0.0,23.0,No,0.83,0.96,6.0,Yes,No,No,31.0,116.0,212.0,233.0,Yes,Yes
No,1305.0,1905.0,2570.0,225.0,8.0,0.0,294.0,324.0,No,0.93,0.89,0.0,No,No,No,423.0,958.0,1221.0,1816.0,Yes,Yes
No,27.0,50.0,64.0,10.0,2.0,0.0,14.0,11.0,No,0.74,0.75,0.0,No,Yes,No,20.0,71.0,91.0,92.0,Yes,Yes
No,17.0,26.0,38.0,0.0,8.0,0.0,3.0,0.0,No,0.85,1.0,0.0,No,No,No,1.0,13.0,28.0,42.0,Yes,Yes
No,17.0,73.0,101.0,0.0,8.0,0.0,5.0,12.0,No,0.76,0.79,0.0,No,Yes,No,7.0,51.0,86.0,131.0,Yes,Yes
No,288.0,396.0,516.0,7.0,8.0,0.0,70.0,54.0,No,0.86,0.94,0.0,No,No,No,122.0,315.0,418.0,736.0,Yes,Yes
No,904.0,2065.0,3064.0,152.0,8.0,0.0,169.0,275.0,No,0.39,0.25,0.0,No,No,No,582.0,1556.0,3098.0,4330.0,Yes,Yes
No,120.0,240.0,360.0,0.0,8.0,0.0,18.0,15.0,No,0.79,0.92,0.0,No,Yes,No,39.0,99.0,206.0,282.0,Yes,Yes
Yes,5.0,7.0,7.0,0.0,12.0,0.0,0.0,0.0,No,0.73,0.62,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,0.0,0.0,0.0,0.0,,0.0,124.0,242.0,No,-99.0,-99.0,0.0,No,No,No,397.0,1727.0,2079.0,2467.0,No,Yes
No,100.0,100.0,100.0,0.0,4.0,0.0,0.0,0.0,No,0.8,0.77,0.0,No,No,No,10.0,22.0,22.0,34.0,Yes,Yes
No,12.0,36.0,60.0,0.0,2.0,0.0,0.0,12.0,No,0.95,0.98,0.0,No,Yes,No,7.0,13.0,30.0,48.0,Yes,Yes
Yes,40.0,60.0,100.0,20.0,12.0,0.0,21.0,19.0,No,0.79,0.82,0.0,No,Yes,No,1.0,24.0,49.0,65.0,No,Yes
No,2209.0,3933.0,5549.0,255.0,8.0,15.0,276.0,-3.0,No,0.91,0.84,0.0,No,No,No,305.0,1286.0,2329.0,4119.0,Yes,Yes
No,0.0,1.0,1.0,0.0,8.0,0.0,0.0,3.0,No,0.75,0.51,0.0,No,No,No,1.0,2.0,2.0,2.0,Yes,Yes
No,1.0,1.0,2.0,0.0,8.0,0.0,1.0,2.0,No,0.78,0.52,0.0,No,No,No,1.0,2.0,3.0,4.0,Yes,Yes
No,2.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,No,0.69,0.86,0.0,No,No,No,0.0,0.0,1.0,2.0,Yes,Yes
No,6.0,9.0,12.0,0.0,8.0,0.0,10.0,2.0,No,0.98,1.0,0.0,No,No,No,17.0,24.0,36.0,59.0,Yes,Yes
No,1.0,2.0,3.0,0.0,8.0,0.0,0.0,1.0,No,0.74,0.7,0.0,No,No,No,1.0,3.0,4.0,4.0,Yes,Yes
No,3.0,5.0,7.0,0.0,3.0,0.0,2.0,1.0,No,0.99,1.0,0.0,No,No,No,19.0,44.0,81.0,90.0,Yes,Yes
No,210.0,385.0,545.0,0.0,8.0,11.0,94.0,64.0,No,0.93,0.89,0.0,No,Yes,No,145.0,319.0,398.0,534.0,Yes,Yes
No,100.0,120.0,160.0,0.0,12.0,0.0,37.0,10.0,No,0.79,0.82,0.0,No,Yes,No,17.0,83.0,149.0,213.0,Yes,Yes
No,1.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,No,0.79,0.82,0.0,No,Yes,No,0.0,2.0,2.0,2.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,5.0,No,0.98,0.99,0.0,No,No,No,1.0,3.0,6.0,7.0,No,Yes
No,6.0,8.0,12.0,2.0,9.0,0.0,0.0,4.0,No,0.83,0.85,0.0,No,No,No,5.0,6.0,13.0,19.0,Yes,Yes
No,9.0,9.0,9.0,0.0,,0.0,3.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,1.0,2.0,2.0,Yes,Yes
No,5.0,8.0,11.0,0.0,8.0,0.0,1.0,1.0,No,0.35,0.46,0.0,No,No,No,1.0,5.0,8.0,10.0,Yes,Yes
No,4.0,8.0,14.0,0.0,8.0,0.0,3.0,3.0,No,0.87,0.82,0.0,No,No,No,1.0,6.0,8.0,12.0,Yes,Yes
No,193.0,302.0,401.0,3.0,8.0,0.0,42.0,13.0,No,0.67,0.64,28.0,No,No,No,92.0,161.0,322.0,516.0,Yes,Yes
No,12.0,18.0,24.0,0.0,8.0,0.0,0.0,2.0,No,0.99,0.99,0.0,No,No,No,6.0,12.0,18.0,32.0,Yes,Yes
No,182.0,297.0,372.0,55.0,8.0,15.0,92.0,45.0,No,0.93,0.89,2.0,No,Yes,No,101.0,237.0,277.0,352.0,Yes,Yes
No,811.0,1352.0,1821.0,67.0,8.0,81.0,157.0,-66.0,No,0.68,0.77,0.0,No,No,No,391.0,691.0,1127.0,1602.0,Yes,Yes
No,0.0,5.0,5.0,0.0,8.0,0.0,0.0,4.0,No,0.82,0.78,0.0,No,No,No,1.0,5.0,7.0,11.0,Yes,Yes
No,1.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,No,0.97,0.99,0.0,No,No,No,0.0,0.0,2.0,5.0,Yes,Yes
No,20.0,30.0,50.0,10.0,2.0,0.0,4.0,2.0,No,0.97,0.98,0.0,No,No,No,11.0,19.0,32.0,68.0,Yes,Yes
Yes,4.0,13.0,13.0,0.0,2.0,0.0,0.0,0.0,No,0.88,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,19.0,43.0,55.0,0.0,8.0,0.0,0.0,0.0,No,0.34,0.15,0.0,No,No,No,4.0,11.0,28.0,41.0,Yes,Yes
No,4.0,8.0,16.0,4.0,2.0,0.0,0.0,1.0,No,0.89,0.75,0.0,No,No,No,1.0,4.0,15.0,21.0,Yes,Yes
No,92.0,157.0,209.0,0.0,2.0,0.0,31.0,17.0,No,0.69,0.62,10.0,Yes,No,No,13.0,55.0,110.0,168.0,Yes,Yes
No,106.0,196.0,262.0,0.0,15.0,0.0,43.0,22.0,No,0.91,0.93,0.0,No,No,No,19.0,62.0,100.0,143.0,Yes,Yes
No,0.0,50.0,50.0,0.0,8.0,0.0,0.0,21.0,No,0.97,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,3.0,5.0,8.0,0.0,12.0,0.0,1.0,2.0,No,0.96,0.93,0.0,No,No,No,2.0,4.0,8.0,9.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,No,0.95,0.97,0.0,No,Yes,No,5.0,8.0,12.0,23.0,Yes,Yes
Yes,174.0,324.0,444.0,104.0,2.0,0.0,92.0,111.0,No,0.04,0.1,0.0,No,Yes,No,108.0,201.0,266.0,313.0,Yes,Yes
No,4.0,8.0,16.0,0.0,4.0,0.0,0.0,3.0,No,0.83,0.96,0.0,No,Yes,No,2.0,6.0,17.0,19.0,Yes,Yes
No,14.0,14.0,14.0,0.0,2.0,0.0,1.0,3.0,No,0.9,0.99,0.0,No,No,No,3.0,4.0,4.0,4.0,Yes,Yes
No,96.0,96.0,144.0,0.0,8.0,4.0,0.0,-4.0,No,0.83,0.96,0.0,No,No,No,12.0,42.0,71.0,90.0,Yes,Yes
No,6.0,14.0,30.0,0.0,8.0,0.0,0.0,6.0,No,0.97,0.96,0.0,No,No,No,2.0,9.0,16.0,29.0,Yes,Yes
No,168.0,264.0,328.0,16.0,12.0,0.0,36.0,17.0,No,0.73,0.62,4.0,No,No,No,40.0,116.0,208.0,333.0,Yes,Yes
No,4.0,16.0,20.0,0.0,8.0,0.0,4.0,5.0,No,0.87,0.99,0.0,No,No,No,6.0,9.0,26.0,42.0,Yes,Yes
No,118.0,205.0,286.0,0.0,2.0,0.0,17.0,0.0,No,0.95,0.99,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,Yes
No,1008.0,1008.0,1008.0,0.0,8.0,20.0,0.0,0.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,24.0,37.0,50.0,0.0,8.0,0.0,0.0,1.0,No,0.97,1.0,0.0,No,No,No,5.0,12.0,20.0,27.0,Yes,Yes
No,1.0,2.0,3.0,0.0,8.0,0.0,0.0,1.0,No,0.86,0.79,0.0,No,No,No,2.0,3.0,3.0,6.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,45.0,No,0.53,0.48,0.0,No,No,No,3.0,12.0,21.0,35.0,Yes,Yes
Yes,5.0,5.0,5.0,0.0,2.0,0.0,1.0,0.0,No,0.35,0.46,0.0,No,No,No,1.0,2.0,2.0,2.0,Yes,Yes
No,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,No,-99.0,-99.0,0.0,No,No,No,12.0,16.0,16.0,16.0,Yes,Yes
No,406.0,651.0,652.0,0.0,,2.0,44.0,0.0,No,-99.0,-99.0,0.0,No,No,No,2.0,3.0,3.0,3.0,Yes,Yes
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,No,0.94,0.9,0.0,No,No,No,4.0,5.0,5.0,5.0,Yes,Yes
No,20.0,44.0,56.0,0.0,8.0,0.0,0.0,1.0,No,0.35,0.46,0.0,No,No,No,5.0,15.0,31.0,53.0,Yes,Yes
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,No,0.82,0.78,0.0,No,No,No,1.0,1.0,1.0,1.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,No,0.9,0.89,0.0,No,No,No,1.0,1.0,1.0,1.0,Yes,Yes
No,5.0,5.0,5.0,0.0,8.0,0.0,0.0,0.0,No,0.34,0.15,0.0,No,No,No,0.0,0.0,3.0,6.0,Yes,Yes
Yes,28.0,52.0,63.0,0.0,8.0,0.0,0.0,0.0,No,0.97,0.95,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,40.0,60.0,60.0,0.0,2.0,0.0,0.0,0.0,No,0.32,0.26,20.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,No,0.83,0.85,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,10.0,10.0,11.0,0.0,8.0,0.0,0.0,0.0,No,0.34,0.15,0.0,No,No,No,6.0,7.0,7.0,9.0,Yes,Yes
No,599.0,599.0,731.0,53.0,8.0,25.0,107.0,-13.0,No,0.32,0.3,0.0,No,Yes,No,153.0,719.0,1068.0,11371.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,6.0,No,0.57,0.6,0.0,No,Yes,No,3.0,6.0,9.0,16.0,Yes,Yes
No,859.0,1552.0,1971.0,0.0,2.0,0.0,67.0,0.0,No,0.68,0.69,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,Yes
Yes,1.0,1.0,1.0,0.0,2.0,0.0,2.0,7.0,No,0.9,0.99,0.0,No,No,No,6.0,21.0,22.0,22.0,Yes,Yes
No,3.0,4.0,6.0,0.0,8.0,0.0,0.0,0.0,No,0.71,0.83,0.0,No,No,No,2.0,3.0,4.0,8.0,Yes,Yes
No,10.0,15.0,25.0,0.0,8.0,0.0,3.0,2.0,No,0.95,0.92,0.0,No,No,No,1.0,6.0,14.0,18.0,Yes,Yes
No,30.0,40.0,60.0,0.0,8.0,0.0,0.0,1.0,No,0.94,1.0,0.0,No,No,No,17.0,26.0,51.0,65.0,Yes,Yes
No,2.0,3.0,4.0,0.0,2.0,0.0,4.0,1.0,No,0.99,0.99,0.0,No,No,No,2.0,5.0,11.0,14.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,12.0,No,0.76,0.74,0.0,No,No,No,4.0,8.0,20.0,34.0,Yes,Yes
Yes,17.0,23.0,41.0,0.0,8.0,1.0,0.0,-1.0,No,0.66,0.79,0.0,No,No,No,1.0,12.0,18.0,29.0,No,Yes
No,4.0,12.0,16.0,0.0,8.0,0.0,0.0,4.0,No,0.98,0.99,0.0,No,No,No,2.0,5.0,9.0,16.0,Yes,Yes
No,8.0,13.0,15.0,0.0,9.0,0.0,5.0,3.0,No,0.68,0.69,0.0,No,No,No,5.0,9.0,10.0,13.0,Yes,Yes
No,22.0,31.0,47.0,0.0,8.0,0.0,3.0,0.0,No,0.63,0.64,0.0,No,No,No,4.0,15.0,15.0,19.0,Yes,Yes
No,0.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,No,0.9,0.89,0.0,No,No,No,1.0,4.0,7.0,9.0,Yes,Yes
No,10.0,16.0,22.0,0.0,8.0,0.0,2.0,11.0,No,0.95,0.95,0.0,No,No,No,8.0,22.0,49.0,72.0,Yes,Yes
No,5.0,8.0,11.0,0.0,12.0,0.0,0.0,0.0,No,0.79,0.82,0.0,No,Yes,No,2.0,5.0,5.0,10.0,Yes,Yes
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,No,0.97,0.92,0.0,No,No,No,0.0,1.0,3.0,3.0,Yes,Yes
No,10.0,20.0,30.0,0.0,8.0,0.0,0.0,1.0,No,0.34,0.15,0.0,No,No,No,2.0,12.0,20.0,21.0,Yes,Yes
Yes,7.0,11.0,11.0,0.0,12.0,0.0,0.0,0.0,No,0.39,0.48,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,Yes
No,400.0,400.0,400.0,0.0,8.0,0.0,22.0,4.0,No,0.5,0.0,0.0,No,No,No,11.0,40.0,81.0,141.0,Yes,Yes
No,29.0,29.0,29.0,0.0,8.0,0.0,21.0,69.0,No,0.99,1.0,0.0,No,No,No,8.0,25.0,53.0,90.0,No,Yes
No,4.0,7.0,8.0,0.0,8.0,0.0,0.0,2.0,No,0.66,0.79,0.0,No,No,No,2.0,5.0,7.0,14.0,Yes,Yes
No,355.0,431.0,540.0,1.0,12.0,40.0,45.0,-36.0,No,0.85,0.88,11.0,No,No,No,39.0,128.0,211.0,359.0,Yes,Yes
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,No,0.59,0.87,0.0,No,No,No,1.0,2.0,2.0,3.0,Yes,Yes
No,317.0,558.0,792.0,0.0,8.0,1.0,87.0,35.0,No,0.89,0.81,21.0,No,No,No,60.0,222.0,389.0,558.0,Yes,Yes
No,200.0,300.0,380.0,0.0,12.0,0.0,60.0,22.0,No,0.45,0.43,20.0,No,No,No,55.0,146.0,248.0,349.0,Yes,Yes
No,135.0,220.0,290.0,9.0,8.0,2.0,67.0,7.0,No,0.88,0.81,0.0,No,No,No,58.0,104.0,169.0,239.0,Yes,Yes
No,80.0,140.0,200.0,0.0,2.0,0.0,0.0,9.0,No,0.97,0.98,0.0,No,No,No,18.0,53.0,118.0,157.0,Yes,Yes
No,854.0,1873.0,1887.0,0.0,3.0,1.0,91.0,0.0,No,0.72,0.49,0.0,No,Yes,No,2.0,3.0,3.0,3.0,Yes,Yes
No,2.0,2.0,4.0,0.0,8.0,0.0,0.0,3.0,No,0.48,0.57,0.0,No,No,No,2.0,4.0,7.0,10.0,Yes,Yes
No,7.0,10.0,10.0,0.0,8.0,0.0,0.0,0.0,No,0.76,0.74,0.0,No,No,No,3.0,5.0,7.0,10.0,Yes,Yes
No,272.0,412.0,556.0,4.0,8.0,3.0,58.0,8.0,No,0.69,0.45,0.0,No,No,No,43.0,146.0,297.0,461.0,Yes,Yes
No,4.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,No,0.9,0.89,0.0,No,No,No,1.0,4.0,5.0,6.0,Yes,Yes
No,9.0,13.0,17.0,0.0,8.0,1.0,0.0,-1.0,No,0.88,0.9,0.0,No,No,No,10.0,11.0,16.0,21.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,94.0,No,0.89,0.82,0.0,No,Yes,No,1.0,3.0,3.0,6.0,Yes,Yes
Yes,11.0,11.0,11.0,0.0,2.0,0.0,1.0,0.0,No,0.78,0.79,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,Yes
No,30.0,42.0,60.0,0.0,12.0,0.0,0.0,4.0,No,0.68,0.69,0.0,No,Yes,No,0.0,11.0,21.0,36.0,Yes,Yes
No,8.0,13.0,18.0,0.0,8.0,0.0,1.0,0.0,No,0.59,0.59,0.0,No,No,No,0.0,3.0,6.0,11.0,Yes,Yes
No,86.0,121.0,149.0,0.0,9.0,28.0,24.0,-28.0,No,0.68,0.69,0.0,No,No,No,32.0,63.0,94.0,107.0,Yes,Yes
No,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,No,0.95,0.98,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,Yes
No,16.0,36.0,56.0,5.0,8.0,0.0,8.0,15.0,No,0.89,0.81,0.0,No,No,No,11.0,29.0,51.0,76.0,Yes,Yes
Yes,20.0,24.0,24.0,0.0,2.0,0.0,0.0,0.0,No,0.74,0.75,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,864.0,1452.0,2160.0,21.0,8.0,16.0,231.0,56.0,No,0.15,0.32,0.0,No,No,No,328.0,868.0,1363.0,1755.0,Yes,Yes
Yes,6.0,6.0,6.0,3.0,2.0,0.0,2.0,9.0,No,0.59,0.59,0.0,No,No,No,4.0,6.0,6.0,6.0,Yes,Yes
No,5.0,6.0,6.0,0.0,8.0,0.0,0.0,0.0,No,0.13,0.1,2.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,18.0,30.0,38.0,0.0,8.0,0.0,26.0,2.0,No,0.95,0.95,0.0,No,No,No,7.0,22.0,35.0,54.0,Yes,Yes
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.64,0.7,0.0,No,No,No,1.0,1.0,1.0,1.0,Yes,Yes
Yes,12.0,12.0,12.0,0.0,2.0,0.0,0.0,12.0,No,0.35,0.3,0.0,No,Yes,No,8.0,16.0,19.0,19.0,Yes,Yes
No,2.0,6.0,10.0,0.0,2.0,0.0,0.0,4.0,No,0.99,0.99,0.0,No,No,No,0.0,8.0,12.0,14.0,Yes,Yes
No,35.0,70.0,70.0,0.0,8.0,0.0,4.0,1.0,No,0.88,0.76,0.0,No,No,No,8.0,27.0,43.0,69.0,Yes,Yes
No,3.0,3.0,3.0,1.0,2.0,0.0,0.0,10.0,No,0.68,0.69,2.0,No,No,No,8.0,30.0,30.0,30.0,Yes,Yes
No,30.0,30.0,30.0,0.0,3.0,0.0,15.0,0.0,No,0.46,0.42,0.0,No,No,No,11.0,28.0,29.0,29.0,Yes,Yes
No,0.0,4.0,4.0,0.0,8.0,0.0,0.0,4.0,No,0.75,0.92,0.0,No,No,No,1.0,4.0,4.0,4.0,Yes,Yes
Yes,6.0,6.0,6.0,3.0,2.0,0.0,0.0,0.0,No,0.96,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,5.0,8.0,10.0,0.0,8.0,0.0,0.0,0.0,No,0.53,0.48,0.0,No,No,No,0.0,2.0,4.0,7.0,Yes,Yes
No,20.0,20.0,40.0,0.0,8.0,0.0,0.0,9.0,No,0.92,1.0,0.0,No,No,No,5.0,11.0,16.0,25.0,Yes,Yes
No,77.0,122.0,182.0,0.0,8.0,0.0,25.0,17.0,No,0.57,0.6,0.0,No,Yes,No,19.0,62.0,113.0,169.0,Yes,Yes
No,29.0,61.0,102.0,0.0,8.0,0.0,0.0,13.0,No,0.96,0.96,0.0,No,No,No,12.0,29.0,73.0,95.0,Yes,Yes
Yes,10.0,10.0,10.0,0.0,2.0,0.0,1.0,0.0,No,0.83,0.79,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
Yes,0.0,14.0,20.0,0.0,2.0,0.0,0.0,0.0,No,0.74,0.84,0.0,No,Yes,No,1.0,2.0,2.0,2.0,Yes,Yes
Yes,4.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,No,0.88,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,Yes
No,23.0,35.0,44.0,0.0,8.0,0.0,0.0,7.0,No,0.0,0.0,3.0,No,No,No,2.0,4.0,13.0,32.0,Yes,Yes
No,0.0,6.0,12.0,0.0,2.0,0.0,0.0,6.0,No,0.78,0.77,0.0,No,No,No,5.0,11.0,20.0,27.0,Yes,Yes
No,170.0,170.0,170.0,1.0,8.0,98.0,3.0,-98.0,No,0.71,0.84,0.0,No,No,No,1.0,100.0,122.0,173.0,Yes,Yes
No,15.0,21.0,27.0,0.0,8.0,0.0,0.0,0.0,No,0.93,0.94,0.0,No,No,No,1.0,6.0,13.0,23.0,Yes,Yes
No,10.0,14.0,20.0,0.0,8.0,0.0,9.0,2.0,No,0.74,0.77,0.0,No,No,No,3.0,6.0,14.0,22.0,Yes,Yes
No,20.0,40.0,60.0,0.0,2.0,0.0,0.0,15.0,No,0.85,0.92,0.0,No,No,No,13.0,27.0,33.0,35.0,Yes,Yes
No,5.0,8.0,14.0,0.0,8.0,0.0,0.0,0.0,No,0.95,0.85,0.0,No,Yes,No,1.0,6.0,16.0,24.0,Yes,Yes
No,27.0,38.0,49.0,0.0,8.0,0.0,0.0,0.0,No,0.99,1.0,0.0,No,Yes,No,1.0,13.0,16.0,27.0,Yes,Yes
No,13.0,16.0,18.0,0.0,8.0,1.0,0.0,-1.0,No,0.62,0.47,0.0,No,No,No,6.0,10.0,21.0,25.0,Yes,Yes
No,13.0,29.0,45.0,0.0,8.0,0.0,1.0,3.0,No,0.94,0.97,0.0,No,No,No,3.0,9.0,13.0,23.0,Yes,Yes
No,10.0,20.0,20.0,0.0,8.0,0.0,1.0,0.0,No,0.87,0.88,0.0,No,No,No,2.0,5.0,12.0,14.0,Yes,Yes
No,368.0,485.0,680.0,0.0,8.0,0.0,37.0,29.0,No,0.93,0.98,0.0,No,No,No,218.0,398.0,521.0,742.0,Yes,Yes
No,0.0,0.0,0.0,0.0,,0.0,58.0,-12.0,No,-99.0,-99.0,0.0,No,No,No,13.0,60.0,167.0,243.0,No,Yes
No,15.0,26.0,37.0,0.0,2.0,0.0,0.0,1.0,No,0.88,0.9,0.0,No,No,No,5.0,13.0,29.0,38.0,Yes,Yes
